text,label
mastercard is preferred to me,73
if im not in the uk can i still get a card,24
how long until the card arrives,12
i need to transfer something to china it is urgent how many days will it take to get there,67
what fees do you charge for the standard card,43
my friends would like to add to my account what is the procedure,62
what atms will accept this type of card,3
places i can use the card,10
how can i activate my card so i can start using it,0
what is the procedure of unblocking my pin,49
how do i top up with apple pay,2
what documents are required for proof of identity,69
there is a payment that i was charged two times for,63
ive been waiting for a refund where is it,51
i didnt get the correct exchange rate for getting cash,76
how do i fix my card if it is broken,14
i cant find how to top up my account with a check where is that,58
since i need to exchange currencies frequently would you be able to offer me a discount,31
why was my topup rejected,59
what do i do if my disposable virtual card doesnt work,72
card payment is still pending why is that the case,45
someone has my card number freeze my account,22
do you support top ups,61
i would like to make a purchase however my card has been declined i would like to ask the reason for this the past two weeks the card has been working fine,53
i am unable to access my app due to forgetting my passcode,44
i lost track of my card,41
i want a refund because my package has been taking too long to arrive how do i go about doing that,52
can you tell me the total cost of a transfer,56
how do i get my disposable virtual card to work,72
whats my limit for topping up,60
i am trying to find out how to exchange currency x with currency y,33
i would like to reactivate my card that i previously reported lost i located the card this morning,13
my pin has been blocked what should i do,49
what are the benefits to verifying the topup,71
hi as suggested by you i have asked the seller to initiate the refund it has been a week and i havent received my money please advise,51
how can i add money automatically,4
how can i change my name because i just got married,30
i think the exchange rate for the cash i withdrew was wrong,76
are the funds i requested from a merchant a few days ago in my account i do not see them,51
do i need to order a new card if mine is expiring,9
whats the problem my card keeps getting declined for top up i need to know what is going on,59
is there a way i can have a mastercard,73
how can i obtain a disposable virtual card,37
i want to open an account for my child,1
my passcode was denied,44
how much will i be charged for a crosscurrency exchange,31
why is the payment showing as pending from things i bought this morning,45
i tried using my credit card with top up but it didnt work i thought it was supposed to,59
i have no more money in my account is there a way to do a bank transfer to put money into my account,65
can my 8 year old grandson open an account at the bank,1
what do i have to do to get my virtual card,40
a payment in my account was made by someone i dont know,16
what is the formula for your exchange rate,32
when will my transfer move out of pending stage,48
will it be possible to change from usd to gbp with this app,33
are there age requirements,1
what different currencies can i get,33
how much does it cost for a physical card,43
why was my payment reverted on the app,53
is there a way to recover my password,44
i wanted to know why a topup i made has been reverted,61
i could not do a transfer because it was declined,27
how do i exchange currencies using this app,33
i tried to do a transfer but it didnt go through,35
what is the exchange rate for eur,32
i would like to exchange some currency,33
i tried entering my pin several times incorrectly why isnt my pin working,49
what do i do if the machine rejects my card,14
can my card be used everywhere,10
can i send a cheque to do my top ups,58
hi today i have withdrawn cash from atm but i got wrong amount and in the app it is showing much more amount than that,75
why would i be charged an extra fee while doing a transfer,64
id like to open an account for my children how can i do that,1
can you convert to eur,36
i have a service fee that ive never seen before it showed up after i bought something from an international seller online,64
is it possible for a transaction to be cancelled,8
my pin seems to be blocked help me access it,49
i want to order a card where do you deliver to,43
why hasnt my top up gone through,47
i have a topup thats still pending and wanted to know about it,47
how do i freeze my card using the app,22
where would i order a virtual card,40
what currency is acceptable for a top up,54
do you provide cards to people not in the uk,24
are both visa and mastercard offered,73
do i have a visa card as an option,73
how do i reset my pin,49
if i have already completed a cash withdrawal at an atm is it normal for it to show as a pending transaction on the app,46
how do i get my virtual card,40
how young can i be to open my own account,1
i live in america but i would like a card,24
i need a transaction reversed from my account,63
tell me why my virtual disposable card wont work,72
i was mistakenly charged a fee for using my card,15
after my checque or cash deposit my balance didnt update,6
how are you determining your exchange rates,32
what options do i have for holding currencies,36
i was wondering can i get my pay in another currency,50
how do i get a pin,38
what is the number of transactions for one disposable card,29
how long do i need to wait to see an update after i make a bank transfer,5
did my refund go through its not on my statement,51
i dont know what a pending payment is,45
is there a fee for a cash withdrawal,19
why am i getting charged more for using my card,15
hi yesterdays i was unable to do online shopping as it was getting declined today i am facing the same issue please help me in this respect,27
if i get another card what kind of fees am i looking at,39
ive just moved address from a place in durham to a place in waltononthenaze i have a new landlord at my new house and they havent got my payment but i know i sent it on time can you check they got it please,66
do you know if there is a tracking number for the new card you sent me,11
why was the price higher when i paid with my card,15
the atm keeps declining my card i tried two different atms already can you please check if everything is alright with my account,26
is there any type of fee for currency exchange,31
what do i have to do to get a visa credit card,73
the activation process for my card isnt working,0
my password isnt being accepted and i need to reset it,44
can i link your physical card,13
my transfer didnt work,35
what are the steps of verifying an identity,69
why does my transfer say pending,48
how long should it take for my new card to arrive in them mail what should i do if i never receive it,11
my top up didnt go through,59
my card payment has been declined,25
how much will it cost me for a sepa transfer,56
can i get a copy of the card by email,40
i sent a transfer and it has been pending for awhile how long will it stay pending,48
app doesnt think its me,68
it looks like a payment ive made hasnt made it through yet,45
where can i sign up for a virtual card,40
i question todays exchange rate for rubles into pounds i was hoping for a better return,17
i made a transfer from france a couple days ago and dont see the transaction yet how long does an international transfer take,5
i am having a slight problem with my american express in apple play can you help me fix the problem with top up,2
what is the reason for that,14
can i keep using my card after it expires,9
my card didnt work in one of the shops,25
money is not in recipients account,66
where can i find an atm to use this card,3
how do i get a new expiration date,9
if i exchange foreign currency are there any other charges,31
in a recent withdrawal i received less cash than i expected to receive did someone make an error with the exchange rate,76
tell me what atms use this card,3
in my account i noticed my atm withdrawal is still pending,46
i have an unauthorized charge,28
do you send duplicate cards,39
im dissatisfied with the service and would like to terminate the account,55
my son has just turned 13 is he old enough for an account,1
why has my transfer been declined,27
i cant figure out how to unblock my pin number can you help me,49
atm ate my card,18
my card payment has been stuck on pending what is the problem it should have gone through by now,45
i received a refund however i cannot see it in my account,51
is there a limit to topup amounts,60
why is my identity not being verified,68
what do i have to do to get the contactless to work,23
can you tell me about the exchange fee,31
my top up is not working in apple pay,2
ive completely forgot the code to get into the app,44
my daughter needs an acount,1
i need to delete my account please,55
i need to change a transfer,8
what do i do if my card is not working,14
my salary is in gbp do i need to configure this somewhere,50
can i top up with cash,58
the app is showing mt withdrawals that arent mine,20
what is the charge for topping up a card,57
why was i charged a small amount,34
why was there an additional fee on the payment i just made i dont usually have additional fees applied to my payments,15
can i use your app if i am from the eu,24
i paid with card and was charged a fee that shouldnt be there,15
card has been received how will it show up on the app,13
the atm keeps declining my card i tried at a couple different atms can you tell me if theres a problem with my account,26
i tried to do a transfer to an account but it didnt work,7
how can i get my card to work,14
i bought something in another country but the exchange rate is wrong,17
i cant freeze my account as i need the card as i am traveling how do i change my pin,21
why do you keep declining my paymenti tried several times with this card and it is just not working,25
i have lost my phone,42
when will it be delivered to the us,12
i want to skip verification of my identity,74
in which countries does your app work,24
what is the purpose for verifying my identity,74
i bought an item and the exchange rate was wrong,17
how long will my transfer be pending for,48
is it okay to hold money in multiple currencies,36
i think a fee was applied for paying with a card,15
how do i know where i can get money withdrawn,3
the wrong exchange rate was used when i purchased an item,17
can you help me find the virtual card,40
my card has been swallowed by an atm,18
i dont have a virtual card how do i get one,40
help in the app there is a direct debit that i dont remember,28
what should i do if i dont know my password,44
the amount of cash i received was not the full amount,75
how long does a transfer from the uk account usually take after completing the transfer it is not showing up i need to know that everything i actually went okay,5
can you tell me if there are limits to disposable virtual cards,29
does delivery to the us take long,12
which atms am i allowed to get money from,3
why was money taken for a transfer,64
how old do you need to be to have an account,1
will my gpb update my salary,50
how do i go forth on transferring a sum of money from one account to another,65
my account has a weird withdrawal,20
what atms is the card okay to use at,3
i have done a transfer within the country the day before yesterday but its still not there yet can you please check whats going on with that the account number is the right one ive checked that several times already,66
i have to verify my source of funds,70
if my phone is missing can i block someone from using the app,42
can you help me i have a duplicate transaction on my account and i dont understand why,63
after taking over my card transactions i noticed that was charged twice for a restaurant purchased from earlier this week can you please remove one of these transactions from my account since it is not accurate,63
my cash withdrawal isnt showing on my account,46
why is there some cash that i did not deposit in my account,20
why is there an extra 1 pound charge on my card,34
there is an unauthorized cash withdrawal from my account for 500 i definitely didnt make this withdrawal i need your help,20
i want to get a card but i live in the us,24
do you have a list of countries you operate in,24
hello i tried to top up with my card but it didnt work i just got it a couple days before and it works fine whats the deal can you check into this,59
do you have the best exchange rate,32
send me a physical card,43
i was charged an extra pound,34
is there a fee for paying by card,15
do you have a list of businesses that accept this card,10
does this app have the same exchange rate as third parties,32
why use a disposable card,37
my transfer to a beneficiary was rejected,7
my bags were stolen i need a new card but need to cancel the stolen one,41
do physical cards cost money,43
i made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow how can you help,8
why am i having trouble withdrawing cash,26
i was wondering if you will take any fees in exchange for top ups,57
how long is the delivery time to the us,12
i have the cash already my account still shows up as pending how can my account be still pending,46
i need help fixing my contactless its not working anywhere i go today,23
what us credit cards do you accept,54
how do i find the pin,38
how can i replace an expired card,9
the atm didnt give me the the withdraw amount requested,75
can i exchange currencies,36
i have been charged more than i should for the presents i bought when abroad the problem seems to be the exchange rate,17
what is the reason for this fee i got after a simple cash withdrawal,19
why cant a beneficiary receive a money transfer from me,7
why are there so many fees on my statement,34
fix your system i cant make transfers ive tried like 5 times already,35
how can i make my card show up in the app,13
the app doesnt know its me,68
i bought something and want the money refunded can i get some help with that,52
why hasnt my friend received the transaction,66
theres been a transaction to the wrong account,8
i havent got my card,11
i need to know if you will accept my credit card,54
do you do visa or mastercard,73
my transfer failed why,35
i went tot the atm earlier today and didnt realize this till now but i did not get all the money i requested i believe my account was charged for 100 but i only got 80 is there any way we can solve this problem,75
is there a problem that makes my payments show pending,45
i must change my address,30
i was issued a new card a week ago but still havent received it how long will it be until i receive it,11
why do you keep declining my transfers its been working well so far but when i just tried to buy something the card got declined i tried it a few times but same thing happened every try,27
for a week now i have tried to use my card and it is still not working,14
hi my card is getting declined during topup as it urgent could you please resolve this issue or guide me with other alternatives if any,59
there is a fraudulent charge on my statement,16
i made a payment but it was returned,53
what do i need to do to transfer money into my account,65
i made a cash withdrawal but the pending status is taking forever,46
a transfer could not be completed,35
why do you guys need to verify my identity,74
where is my card accepted,10
can you please make my top up go through as soon as possible i really need the money and it has been pending for an hour already,47
can i get a card if i live in the usa,24
my rate is not right when i used my card in a different countrys money,76
what do you use to figure out the exchange rate for the card,32
when should i expect my card to arrive,12
what are the top up charges for all us cards,57
i think my card has been compromised in some way,22
how would i go about getting a second card,39
i paid with my card so so why was i charged a transaction fee,15
will i get charged on a foreign currencies exchange,31
i tried to transfer money but it said it wasnt possible ive done this before and it worked why isnt it working now,7
am i able to do a swift transfer,56
how do i link my card,13
terminate my account please,55
how can i tell if someone else is using my card,22
can you tell me how transferring money into my account works,65
my cards expiring a month from now should i place an order for the new card,9
hi i am interested buying crypto currency but unable to purchase it through the application i do want to do the exchange could you please let me know what is the problem,7
i was charged an additional amount of money for making a purchase with my card,15
what are your international exchange rates,32
i have forgotten my passcode to access my app,44
lost my phone what is account security,42
how do i find top up for cash deposit,58
can my password be reset if i do not have it,44
is my card payment reverted,53
why is my exchange rate wrong,17
i took out money from the atm and its still showing as pending,46
how do i change my identity,69
im in the eu can i get one of your cards,24
activating my card,0
can i get a new card even though i am in china,9
are there restrictions on new cards in china,9
why do i have a pending cash withdrawal,46
i want to cancel a transfer i just made,8
i requested money from the atm and it didnt give me as much as i requested,75
im in austria right now but i really need to change my pin right now can i do this even though im in another country,21
why was my withdrawal requested cancelled by the atm,26
why is my money gone right when i attempted to top up,62
is american express supported for adding funds,54
hello can you tell me if you use visa or mastercard,73
my account says i have money but i withdrew it in cash,46
why is there an identify check,74
my statement does not reflect that a refund has been issued,51
im not able to withdraw money from the atm but im not sure why,26
will you be adding more currencies in the future,36
i got a strange fee when i used the atm,19
my refund is not showing,51
where is the nearest mastercard atm,3
is it possible to exchange currencies on the app,33
i went to an atm to get cash but the app says the withdrawal is still pending how is that possible when i already have the cash with me,46
i tried to get some money but the machine was not working the transaction still seems in progress can you please check whats going oni dont want to be charged for money that i did not received,46
are there any places that i cant use the disposable cards at,29
a false direct debit payment is showing in my app,28
im not in the uk but can i still get a card,24
my card payment has not been withdrawn from my account,53
is there a reason my top up hasnt gone through,47
can i use my card to withdraw from my account,3
soon my card will expire how do i get a new one,9
are you located in other countries,24
am i free to topup as much as i want,60
when should i expect to receive my card,12
can you tell me when my card will arrive,12
i tried to use my disposable virtual card to pay a subscription to the gym and it got rejected any ideas why,72
is there a limit to the topups someone can do,60
let me know when you charge extra for payments please i just checked the app earlier when i saw that there was an additional fee on one of the payments that i wasnt warned about before,15
no visa please i want to continue with mastercard,73
i can use this card at which atms,3
my card was declined at a restaurant today and i am not sure why,14
i could not access my money at the atm,26
is there a problem with your system being down or something i have already tried 5 times to issue a standard transfer but im getting nowhere,35
what are the steps for my friend to send me money,50
i made a transfer and the person i transferred the money to didnt receive the right amount why did this happen and how do i get the rest of the money to them,64
when are you going to activate my card,0
i would like my refund for this item i bought,52
there is a payment showing as pending and hasnt posted for a few days when will it post,45
i hope you can help me someone has stolen my wallet and now i have noticed that they have been taking money from my account,20
can i still access the app even though my phone was stolen,42
today i used my card at a restaurant and it was declined why,14
why does the topup need verification,71
are there any limits to using disposable virtual cards,29
is it free to add money to my card,57
i used to know my password but not anymore,44
do i need to choose gbp to get my salary deposited properly,50
more fees this time for withdrawing my own cash why are you robbing me,19
where do i find my pin,38
if i need a pin for my card where is it located,38
where are my funds coming from i need to know,70
can you issue both a visa and a mastercard to me,73
can i get a physical card through this app,43
how to exchange my currency,33
when i got cash my exchange rate was wrong,76
i have a new email,30
what are the auto topup policies,4
why must i prove id,69
where is the topup verification code,71
hello i looked at my account and see that a transaction i tried to do is pending but i did not complete that transaction when i was at the atm the machine declined my card can you make sure that transaction does not go through because i definitely did not receive the money,46
where can i activate my card,0
how do i get my card back after the atm has pulled it in,18
why wouldnt the contactless payment work when i tried to pay at the bus today,23
i think someone else is using my card there are transactions i didnt make,22
are there any specific atms that this card can be used at,3
please explain why the transfers shows up as pending,48
why isnt topup working my topup money disappeared after i saw that it was successfully transferred is it gone where did it go,61
the app is having trouble verifying my identity,68
why are my payments showing pending,45
could you explain your rules for atm fees,19
my card was declined at a restaurant today and i dont know what the problem is,14
was there a way for me to get tracking for that,11
i tried to charge my card but it was declined a couple days ago i was able to charge it and it was accepted is something wrong will you double check for me please,59
reasons for top up cancellation,61
what retailers accept my card,10
i need to know where my funds come from,70
are there cash machines where i can change my pin,21
when can i expect my card to arrive,12
i have an unauthorized direct debit on my account,28
will you please help me get my card back,18
where do you find your exchange rates,32
do you allow exchanges of eur,36
i tried activation my card and it didnt employment,0
help me obtain a virtual card,40
how do i top up with a cheque,58
i dont know why my credit card was declined while i was trying to topup was it something on my end or was there something wrong with the topup function,59
i was expecting my new card by now,11
there seems to be a couple of payments listed in the app i know werent made by me is there a possibility someone has access to my card can you find out whats going on,16
does auto topup have a limit,4
my card isnt working at all what happened,14
with this app will i be able to exchange currency,33
can i mail in a check to top up,58
could my daughter open an account,1
i dont see a money transfer yet,48
i did a bank transfer to top up but the money is not available,59
can i activate my card with the app,0
i want to know your exchange rates,32
i am waiting for the money to enter my account how long does it take,67
where has my transferred money gone,66
do you have a limit for someones age,1
which merchants accept this card,10
wheres accounting for my cash withdrawal,46
should i reinstall the payment app,23
this is very frustrating i cant get my card to work on any atm i try and ive tried 3 of them so far whats going on can you please fix this issue immediately,26
how long will it take to transfer something to china urgently,67
how old do you have to be to be able to open an account,1
i think my transfer failed what do i do now,35
how can i close my account i dont want it,55
how do i stop fraud to my account,22
hi i dont know whats going on ive just paid for my top up twice by accident can you help me get a refund please,61
why isnt my transfer going through i get a message saying its not possible ive had no issues in the past,7
can i use your app to exchange usd for gbp,33
this company is bad please delete my account,55
is there a reason that my payment didnt go through,25
i need to know what is going on im attempting to purchase a flat and need the money to pay on my initial mortgage payment im only getting an error can you find out whats going on and help in making the transfer,35
hi my card is getting declined continuously when i am trying to topup request you to look into this issue or tell me any other alternatives,59
i payed with the card and there was an extra fee,15
is there a way yo change my pin,21
are extra charges added for sending out additional cards,39
how do i go about cancelling a transaction,8
why would my topup not go through,59
is there a discount for frequently exchanging currencies,31
is it possible for me to change my pin number,21
is there a place to check for fee for payments i feel like im getting charged too much at times,15
from where are you getting your exchange rates,32
is there a fee for a transfer if so how much will it be,56
why did i get charged more for using my card,15
why would a cash withdrawal still be pending,46
my wallet isnt showing my topup did i do something wrong,62
what is the atmosphere of it,10
i am having an issue with an in country transfer i did a few days ago it has yet to appear in my account i have checked to be sure that all account information is correct multiple times what is taking the transfer so long,66
i did a payment with my card but seem that didnt work its still listed as pending since a while ago when does this actually go through,45
i did a money transfer to my account and it is not showing there,5
help me there is a direct debit that i didnt make,28
what should i do if i think someone is using my card,22
i need to figure out who has access to my card there are some payments i didnt make that are showing on the app could you please help,16
my card payment didnt go through,25
when can i expect a transfer from europe to go through,67
should i add money via bank transfer instead,57
will i be charged a fee to top up using a debit or credit card,57
why is a transaction showing as pending when i recieved cash from an atm,46
how do i retrieve a trapped card from a atm,18
who accepts this card,10
i have gone through my statements and noticed there is a large payment that i did not make can i still dispute the payment its been a while,28
why are my transfers and purchases keep getting declined,27
virtual card is not working for me,72
which atms am i able to change my pin,21
i accidentally made a payment to a wrong account what should i do,8
i havent received the cash from the check i deposited,6
is there a disposable virtual card,37
am i able to stop a transfer,8
i made a transaction and it is taking a very long time to go through,66
would a visa or mastercard be more suited to me,73
will this card work all over the world,10
how do i contact customer support about a transfer,27
if i want to get an account for my daughter can i do that,1
can you point me in the right direction of where to go to roder a disposable virtual card i cant seem to find it,37
my wallet was just stolen and i see my account already has a withdrawal can you please help me,20
i tried to make a cash withdrawal and it was declined why did this happen,26
which documents do i need for this identity check,69
top up not completed,47
have you started charging for cash withdrawals i always thought it was free until i noticed this fee how much is the fee,19
i got a message saying i made a withdrawal from the bank machine but i did not,20
i have checked the account information several times to be sure that it is correct but the in country transfer i did a few days ago still has not appeared what is the hold up,66
do you know where my card will be accepted,10
they charged me wrong for a currency exchange on a purchase,17
please help me get a new card i reside in the united states,24
is the pin separately delivered,38
why did my payment go back to my account when i bought something,53
why cant i top up with a cheque,58
how can i top up with google play,2
i made a card payment which is showing me pending,45
can i have my card delivered on a specific day,12
my identity isnt being accepted what should i do,68
i dont need to transfer anymore and i want to cancel it,8
why cant i use a disposable card,29
i ordered a card but it has not arrived help please,11
how do i check to see why my card payment was declined,25
my card seems to not be working at all,14
i think youre system may be broken because i have tried transfer money 5x and it isnt working im not doing anything complicated it is what i usually do,35
if i want to change my pin number can i directly from an atm,21
i tried to withdraw money from an atm and i was declined on front of my friends why did this happen,26
how to change the pin on my card,21
is there something that i can do since my phone was stolen yesterday,42
i tried using my card at multiple vendors and now its not working,14
i need help with understanding why my card is not working,14
i would really like a physical card,43
im unable to use contactless payments for purchases,23
if i were to transfer what would the cost be,56
my phone is gone,42
what if i need my salary in a different currency,50
can you help me find top up by cash deposit,58
i need to refund my item can you please help,52
i cant input my pin again,49
hi i am calling about a recent transaction that has happened on my account i recently went to the atm and tried to make a withdrawal on my account i just happened to check my transaction slip and noticed a fee for my withdrawal how can i resolve this i didnt know fees were charged for this type of action,19
how do i know when my card will expire,9
why isnt my card working anymore,14
just today there was a purchase on my card that wasnt done by me can this be reversed and my card be frozen i cant have this continue,16
what is source of my funds need to verify,70
im pretty sure my top up is still pending,47
do you guys have any age restrictions,1
i dont recognize the direct debit payment from the app,28
help i forgot my pin and have been locked out of using my card,49
i have got out the wrong amount from an atm please tell me the process to get the cash back as in app its showing the amount i have been actually received,75
help me terminate and close my account,55
i withdraw money abroad but i didnt get the right amount,76
can i go into my app to find my pin,38
i am getting charged fees on some payments please help me understand where are these fees disclosed,15
when traveling can i auto topup my card at certain times,4
why does my statement show various transaction times,63
i have been waiting for my card payment to be moved from pending status for an unusually long time what is going on here and do you have an idea of when i can expect it to go through,45
how do i begin the process of a refund,52
my card hasnt shown up yet,11
how long does it take for the transfer to go through,66
can i auto topup as much as i want,4
why is there an unknown card payment,16
where can i pay with my debit or credit card,10
why didnt i get the amount i requested at the atm,75
theres a delay in my topup,47
the atm didnt give me the amount i asked for,75
why hasnt the transfer shown up in my account yet,67
why did using an atm cause me to have an extra fee charged,19
what do i need to do to receive my payroll in the account,50
i just checked my account on the app and there is a payment on there that i did not make,16
how long is delivery to the us,12
is there a way i can get my card expedited,11
whats the limit to how much i can top up,60
why wont my passcode work,44
if my topup didnt transfer what went wrong,61
where do i go to change my account details,30
why isnt my card working,14
i need help getting the virtual card to work,72
if there isnt much money left can it automatically topup,4
could not complete transfer states declined,27
show me the amount of transactions i can do with a disposable card,29
i was blocked by using the wrong pin too many times can you help me,49
i froze my account but how do i order a replacement card,22
can i use an auto topup option,4
my transfer failed to a beneficiary,7
the transfer i tried to make failed,35
a mortgage payment im making is giving me an error message this is the first time im making this payment and want to know whats wrong,35
my card was taken by the atm,18
what is the daily limit on my card,60
what do i do if it says my card payment has been cancelled,53
my card hasnt arrived in the mail yet i ordered it two weeks ago what can i do,11
tell me how many transactions i can do with a disposable card,29
why is my beneficiary not allowed,7
what is required documents for new card process,23
what about a auto topup,4
how to order my card,43
i want a new card,39
why does my payment appear as pending,45
why hasnt a transaction i did to my friend arrived yet,66
am i able to order a disposable virtual card,37
i need to get a card but i live in the us,24
what cards and currencies do you support,54
my card doesnt seem to work,14
my card was declined in a shop,25
why is the cash deposit not showing up in my account,6
whats the delivery time to the united states,12
i wanted to know about a pending dollar that is on my statement,34
my refund is missing,51
i received my new card but i dont see it in the app anywhere what do i do,13
why are you charging me fees for using my card,15
i took out money from a transaction machine and it exchanged the wrong dollar value amount from another currency,76
my card is lost what do i do now,41
someone hacked into my cards account,22
im not sure what this charge is for,15
there was a direct debit from my account and i didnt authorise it,28
how come my cash deposit is not showing up this cant be right there must be some mistake where did my cash go you better not have lost it as i need this money asap,6
my card was refused,25
hi im waiting for a refund for an item i bought i have contacted the merchant directly but had nothing back can you tell me whether or not you are able to refund me for the item,51
what form of payments can i use for topping up,58
why do we need to verify topup,71
how come my transfer declined,27
where can my card be used,10
what is the age limit for an account,1
is there any way to cancel a recent transfer i did not mean to make it and need to make sure it does not go through,8
what should i do if i think someone is using my card without my permission,22
what is your opinion on the exchange rate,32
the atm stole my card,18
is it possible to get one of your cards in the european union,24
what are your exchange rates calculated from,32
i have received my american express in apple play looks like top up has an issue please help,2
why has my card declined,25
why is this fee being charged to me after using my card,15
how do i activate my card so i can start using it,0
i want a backup second card is this possible,39
i am traveling what can i do to set up auto topup,4
i no longer have my passcode,44
i need to top up can i use google pay,2
i would like to receive and use the card in europe is that possible,24
where do we mail the card,43
is there an amount limit to my topup,60
i want to make an online purchase but i dont want to use my credit card can you tell me how a disposable virtual card works and where i can apply for one,37
unsupported transfer declined,27
how do i know where i can use my card,10
ive been waiting for 3 days why is my withdrawal still pending,46
i prefer mastecard,73
how long will it take to deliver to the us,12
the exchange rate on my purchase is wrong,17
someone must have found my card details as i dont recognize these transactions,22
can you tell me the status of my new card,41
i did a transfer what is the extra fee,64
what am i going to need in order to verify my identity,69
i think my phone was stolen what can i do,42
there is a payment with my card which i definitely did not make by me never seen that it before,16
i cant get my card to work,14
what is the exchange rate for foreign atms,76
where are the locations of atms that accept this card,3
i was denied cash at an atm,26
still waiting on my new card,11
i requested a refund from next because the dress i purchased had three arm holes they said they sent the refund last wednesday which is nearly a week ago and i still dont have it why not,51
i just noticed my transfer was declined and i dont know why can you help me,27
it can take between 10 minutes to an hour before you hear back from us about the verification result please try again if your verification fails make sure you double check that images are clear and all document photos are readable without blur or glare you have to be 18 or older and live in the european economic area or live in switzerland to be able to open an account,68
i am travelling for two more weeks but really need to change my pin asap what do i do,21
can you tell me the countries you operate in,24
hello i noticed the money for an item i purchased online and have already received has been returned to my checking account was there an issue with the merchant accepting my payment or possibly with the bank sending it,53
i sent a cheque a few days ago and i noticed that no money has been put on my account can you please tell me the situation of my account,6
what credit cards do you carry,73
what are the steps i need to do if i have a stolen card,41
what commission do you take for currency exchage,31
are all fiat currencies supported,36
i live in germany is that one of the countries you are in what other countries are you in,24
how can i make my contactless work for the metro,23
my payment for my card is not working,25
app malfunctioning does not know its me,68
the card is nonfunctional,14
is my card denied anywhere,10
how long does it take to process transfers from europe,67
what is the current exchange fee,31
what do i do to get a physical card,43
what are the steps to get my card back that was kept by the atm,18
im going to be away for awhile can i have it add money automatically in certain intervals,4
do you process swift transfers,56
can i use my card before identity verification,74
hi need your help for getting the refund or cancel the payment of an item i have ordered but still have not received it,52
what kind of fiat currencies are supported for holding and exchange,36
im supposed to be getting a refund but it hasnt shown up now what,51
my passcode is not being accepted,44
the exchange rate for my payment last saturday must be wrong because i was charged extra,17
transfer was declined,27
how do i use the top up app with my apple watch,2
can i verify a top up,71
why is my card payment pending,45
where did this extra 1 fee on my statement come from,34
what do i do since the machine swallowed my card i need one,18
how long does a transfer from the us take,67
do you ship your cards anywhere,43
is there a way to transfer funds directly from my card,62
i have not received my card and its been a week what do i do,11
how can i receive money,50
what should i do once my card expires,9
what are the steps to verify my identity,69
can i get cash with this card anywhere,3
a debit came through that i need to dispute,28
if i add money with an international card are there any fees,57
the money is still in my account even though i already paid i dont understand what happened,53
can i change my pin at a nearby atm when in spain i think someone saw my pin and i need to change it but am on vacation,21
how do i setup my apple pay,2
is my card valid everywhere,10
can i use this to receive my salary,50
how can i cancel this transaction,8
is it possible to top up with apple pay,2
where will i find my card,43
how do i finalize a card payment,45
a percentage fee was charged to my withdrawal,19
you did not give me the correct exchange rate for an item that i bought,17
do you know what your exchange rates are,32
what kind of atms can i use,3
what is the process for unlocking the pin,49
are there any charges for european bank card for top up,57
what services can i use to top up,2
i am having trouble withdrawing cash,26
at which atms can i use this card,3
why is your exchange rate for my card payment wrong,17
my card will expire soon do i need to order a new one,9
it wont let me verify my identity,68
how can i get a new card asap to replace an old soon to expire one,9
i cannot locate the card pin,38
if i want to top up can i use apple pay,2
i want a virtual card,40
would i be able to refund an item,52
how can i stop fraud on my account right now,22
can i make a contactless payments,23
ive received my card so now i need to know how to sync it to the app,13
would i be able to get a refund for something i bought,52
why is the exchange rate so exorbitant this should have been a much higher amount of cash for that to apply,76
i noticed my card was used in a small town that i have never been to can you stop the card from being used more,22
i would like to report an issue with my product and want to get it refunded,52
when will my transfer from the us get here,67
i want to request a physical card,43
this disposable virtual card is not working,72
i cant seem to use my card can you help,14
i have been waiting longer than expected for my bank card could you provide information on when it will arrive,11
what age can sign up for services,1
hi im in progress of purchasing a flat and am trying to make to make a payment an error is appearing and i need assistance,35
how long does it take to get my money,67
when i made a cash transfer abroad the wrong exchange rate was applied,76
i set up a payment to a new payee and sent some money but the person im sending it to has not received it can you check where the money is,66
i need to make a transfer what will the fee be,56
now that i have my card how do i connect it to the app,13
my statement contained a one pound extra fee,34
why did i not get my refund yet,51
the atm wouldnt allow me to withdraw money,26
is it possible to cancel a transaction,8
will my card be here soon,12
how often can i top up my account,60
the conversion rate on the atm that i used with foreign currency was wrong,76
why did it decline my payment,25
what should i do with my atm that got stuck,18
there is a card payment that im not recognizing,16
what will i be charged for a physical card,43
i did not get the item i ordered how should i go about this should i just cancel my order or my payment please help me,52
what do i do if my pin was blocked,49
i just lost my wallet and i see that they are already withdrawing money from my account how can i stop this,20
where can i modify my information,30
i already have a card and want to link it,13
i cant find my card and think it may have been stolen,41
was i charged extra for using my card,15
i didnt get the right amount of cash because of the exchange rate,76
a wrong exchange rate was applied to a transaction made abroad,76
can i put my old card back into the system i just found it,13
help what should i do my phone was stolen yesterday,42
i got double charged for a payment so how do i fix that,63
where are cards available to order,43
can friends add to my account,62
the atm wont give me my card back,18
how can i update my details since i moved,30
how to recover my passcode,44
can i unblock my pin,49
i would like to receive instructions showing the verification process for top up cards,71
when i withdrew my money why was there an extra charge,19
does it cost to add money to my card,57
my transfer did not work what was the reason,35
which atms accept this circuit board,3
if i exchange currencies on a frequent basis can i receive a discount,31
an atm swallowed my credit card,18
everytime i try to prove my identity it wont let me,68
can i use my account even though the identity verification has not passed yet,74
